gene_id	chromosome_name	description
Potra2n1c3394	chr1	sp|Q63ZR6|UD3A1_XENLA UDP-glucuronosyltransferase 3A1 OS=Xenopus laevis OX=8355 GN=ugt3a1 PE=2 SV=1
Potra2n1c3395	chr1	sp|P09798|CDC16_YEAST Anaphase-promoting complex subunit CDC16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC16 PE=1 SV=1
Potra2n1c3396	chr1	sp|Q58208|Y798_METJA TPR repeat-containing protein MJ0798 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0798 PE=4 SV=1
Potra2n1c3397	chr1	sp|P16273|PRPX_HORVU Pathogen-related protein OS=Hordeum vulgare OX=4513 PE=2 SV=2
Potra2n1c3398	chr1	None available
Potra2n1c3399	chr1	sp|Q96WW6|ALG2_SCHPO Alpha-1,3/1,6-mannosyltransferase alg2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=alg2 PE=3 SV=2
Potra2n1c3400	chr1	None available
Potra2n1c3401	chr1	sp|P43273|TGA2_ARATH Transcription factor TGA2 OS=Arabidopsis thaliana OX=3702 GN=TGA2 PE=1 SV=1
Potra2n1c3402	chr1	sp|Q9S9M8|TLP8_ARATH Tubby-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=TULP8 PE=2 SV=1
Potra2n1c3403	chr1	sp|Q4WX89|MBF1_ASPFU Multiprotein-bridging factor 1 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=mbf1 PE=3 SV=1
Potra2n1c3404	chr1	sp|Q9ZSV1|PARP1_MAIZE Poly [ADP-ribose] polymerase 1 OS=Zea mays OX=4577 GN=PARP1 PE=2 SV=1
Potra2n1c3405	chr1	None available
Potra2n1c3406	chr1	sp|Q9VKB9|RBGPR_DROME Rab3 GTPase-activating protein regulatory subunit OS=Drosophila melanogaster OX=7227 GN=Rab3-GAP PE=1 SV=2
Potra2n1c3407	chr1	sp|Q9Z716|DCUP_CHLPN Uroporphyrinogen decarboxylase OS=Chlamydia pneumoniae OX=83558 GN=hemE PE=3 SV=1
Potra2n1c3408	chr1	None available
Potra2n1c3409	chr1	None available
Potra2n1c3410	chr1	sp|F4JT78|RPP2A_ARATH Disease resistance protein RPP2A OS=Arabidopsis thaliana OX=3702 GN=RPP2A PE=2 SV=1
Potra2n1c3411	chr1	None available
Potra2n1c3412	chr1	sp|Q9ZVA5|EP1L4_ARATH EP1-like glycoprotein 4 OS=Arabidopsis thaliana OX=3702 GN=At1g78860 PE=3 SV=1
Potra2n1c3413	chr1	sp|A0A1R3RGK0|OTA1_ASPC5 Ochratoxin highly reducing polyketide synthase OS=Aspergillus carbonarius (strain ITEM 5010) OX=602072 GN=OTApks PE=2 SV=1
Potra2n1c3414	chr1	None available
Potra2n1c3415	chr1	sp|Q9ZVA2|EP1L2_ARATH EP1-like glycoprotein 2 OS=Arabidopsis thaliana OX=3702 GN=At1g78830 PE=1 SV=1
Potra2n1c3416	chr1	sp|Q5LUA0|HIS2_RUEPO Phosphoribosyl-ATP pyrophosphatase OS=Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) OX=246200 GN=hisE PE=3 SV=1
Potra2n1c3417	chr1	sp|Q49136|CAPP_METEA Phosphoenolpyruvate carboxylase OS=Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) OX=272630 GN=ppc PE=3 SV=2
Potra2n1c3418	chr1	sp|Q9FZ49|ALG9_ARATH Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Arabidopsis thaliana OX=3702 GN=ALG9 PE=1 SV=1
Potra2n1c3419	chr1	None available
Potra2n1c3420	chr1	sp|P85939|14332_PSEMZ 14-3-3-like protein 2 (Fragments) OS=Pseudotsuga menziesii OX=3357 PE=1 SV=1
Potra2n1c3421	chr1	sp|Q9P6Q3|BCS1_SCHPO Probable mitochondrial chaperone bcs1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC644.07 PE=2 SV=1
Potra2n1c3422	chr1	sp|Q9LX15|DFC_ARATH Protein DOWNSTREAM OF FLC OS=Arabidopsis thaliana OX=3702 GN=DFC PE=2 SV=1
Potra2n1c3423	chr1	sp|Q9ZVX1|UBC23_ARATH Probable ubiquitin-conjugating enzyme E2 23 OS=Arabidopsis thaliana OX=3702 GN=UBC23 PE=1 SV=1
Potra2n1c3424	chr1	None available
Potra2n1c3425	chr1	None available
Potra2n1c3426	chr1	sp|Q9LXZ8|TRH10_ARATH Putative thioredoxin H10 OS=Arabidopsis thaliana OX=3702 GN=At3g56420 PE=3 SV=2
Potra2n1c3427	chr1	None available
Potra2n1c3428	chr1	sp|Q6QMT2|BRE2_CAEEL Beta-1,3-galactosyltransferase bre-2 OS=Caenorhabditis elegans OX=6239 GN=bre-2 PE=1 SV=1
Potra2n1c3429	chr1	sp|Q8BVE8|NSD2_MOUSE Histone-lysine N-methyltransferase NSD2 OS=Mus musculus OX=10090 GN=Nsd2 PE=1 SV=2
Potra2n1c3430	chr1	None available
Potra2n1c3431	chr1	None available
Potra2n1c3432	chr1	None available
Potra2n1c3433	chr1	sp|Q8MYQ1|Y31E_CAEEL Putative serine/threonine-protein kinase F31E3.2 OS=Caenorhabditis elegans OX=6239 GN=F31E3.2 PE=3 SV=1
Potra2n1c3434	chr1	sp|Q6D4A8|ZNUC_PECAS Zinc import ATP-binding protein ZnuC OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=znuC PE=3 SV=1
Potra2n1c3435	chr1	sp|C0HFE5|ORRM1_MAIZE Organelle RRM domain-containing protein 1, chloroplastic OS=Zea mays OX=4577 GN=ORRM1 PE=2 SV=1
Potra2n1c3436	chr1	None available
Potra2n1c3437	chr1	sp|Q9YI25|RPE65_AMBTI Retinoid isomerohydrolase OS=Ambystoma tigrinum OX=8305 GN=RPE65 PE=2 SV=3
Potra2n1c3438	chr1	None available
Potra2n1c3439	chr1	sp|P38333|ENP1_YEAST Essential nuclear protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENP1 PE=1 SV=1
Potra2n1c3440	chr1	sp|Q9SX99|OSB1_ARATH Protein OSB1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OSB1 PE=1 SV=1
Potra2n1c3441	chr1	None available
Potra2n1c3442	chr1	sp|Q6GMV1|ALG1L_HUMAN Putative glycosyltransferase ALG1-like OS=Homo sapiens OX=9606 GN=ALG1L PE=2 SV=2
Potra2n1c3443	chr1	sp|Q9UZS9|IDI2_PYRAB Isopentenyl-diphosphate delta-isomerase OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=fni PE=3 SV=1
Potra2n1c3444	chr1	sp|Q9FYE5|UUAT1_ARATH UDP-URONIC ACID TRANSPORTER 1 OS=Arabidopsis thaliana OX=3702 GN=UUAT1 PE=1 SV=1
Potra2n1c3445	chr1	sp|Q4R6X7|UBP16_MACFA Ubiquitin carboxyl-terminal hydrolase 16 OS=Macaca fascicularis OX=9541 GN=USP16 PE=2 SV=2
Potra2n1c3446	chr1	sp|Q9LZ06|GSTL3_ARATH Glutathione S-transferase L3 OS=Arabidopsis thaliana OX=3702 GN=GSTL3 PE=2 SV=1
Potra2n1c3447	chr1	None available
Potra2n1c3448	chr1	None available
Potra2n1c3449	chr1	None available
Potra2n1c3450	chr1	None available
Potra2n1c3451	chr1	sp|Q8GXM7|ATHBX_ARATH Homeobox-leucine zipper protein ATHB-X OS=Arabidopsis thaliana OX=3702 GN=ATHB-X PE=1 SV=1
Potra2n1c3452	chr1	sp|O82275|TAX1_ARATH Signaling peptide TAXIMIN 1 OS=Arabidopsis thaliana OX=3702 GN=TAX1 PE=2 SV=2
Potra2n1c3453	chr1	None available
Potra2n1c3454	chr1	sp|Q8GYW8|SCT_ARATH Spermidine coumaroyl-CoA acyltransferase OS=Arabidopsis thaliana OX=3702 GN=SCT PE=1 SV=1
Potra2n1c3455	chr1	None available
Potra2n1c3456	chr1	None available
Potra2n1c3457	chr1	sp|P14350|POL_FOAMV Pro-Pol polyprotein OS=Human spumaretrovirus OX=11963 GN=pol PE=1 SV=2
Potra2n1c3458	chr1	sp|Q9FF86|DCR_ARATH BAHD acyltransferase DCR OS=Arabidopsis thaliana OX=3702 GN=DCR PE=2 SV=1
Potra2n1c3459	chr1	sp|Q8GYW8|SCT_ARATH Spermidine coumaroyl-CoA acyltransferase OS=Arabidopsis thaliana OX=3702 GN=SCT PE=1 SV=1
Potra2n1c3460	chr1	sp|Q94CD1|HHT1_ARATH Omega-hydroxypalmitate O-feruloyl transferase OS=Arabidopsis thaliana OX=3702 GN=HHT1 PE=1 SV=1
Potra2n1c3461	chr1	sp|A0A0N7KJT8|APL25_ORYSJ APETALA2-like protein 5 OS=Oryza sativa subsp. japonica OX=39947 GN=AP2-5 PE=2 SV=1
Potra2n1c3462	chr1	None available
Potra2n1c3463	chr1	sp|Q8LFP1|PRA1H_ARATH PRA1 family protein H OS=Arabidopsis thaliana OX=3702 GN=PRA1H PE=2 SV=1
Potra2n1c3464	chr1	sp|Q9LQ46|FB67_ARATH F-box protein At1g59680 OS=Arabidopsis thaliana OX=3702 GN=At1g59680 PE=4 SV=2
Potra2n1c3465	chr1	sp|P44369|RL33_HAEIN 50S ribosomal protein L33 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=rpmG PE=3 SV=1
Potra2n1c3466	chr1	sp|Q3M5D2|RS20_TRIV2 30S ribosomal protein S20 OS=Trichormus variabilis (strain ATCC 29413 / PCC 7937) OX=240292 GN=rpsT PE=3 SV=2
Potra2n1c3467	chr1	None available
Potra2n1c3468	chr1	sp|Q9M0F8|NAC75_ARATH NAC domain-containing protein 75 OS=Arabidopsis thaliana OX=3702 GN=NAC075 PE=2 SV=1
Potra2n1c3469	chr1	sp|O49453|Y4844_ARATH Uncharacterized protein At4g28440 OS=Arabidopsis thaliana OX=3702 GN=At4g28440 PE=1 SV=1
Potra2n1c3470	chr1	sp|Q9M0Q9|FB223_ARATH Putative F-box protein At4g09190 OS=Arabidopsis thaliana OX=3702 GN=At4g09190 PE=4 SV=1
Potra2n1c3471	chr1	None available
Potra2n1c3472	chr1	sp|Q9ZU46|ZAR1_ARATH Receptor protein kinase-like protein ZAR1 OS=Arabidopsis thaliana OX=3702 GN=ZAR1 PE=1 SV=1
Potra2n1c3473	chr1	sp|Q9XIN0|LHW_ARATH Transcription factor LHW OS=Arabidopsis thaliana OX=3702 GN=LHW PE=1 SV=1
Potra2n1c3474	chr1	None available
Potra2n1c3475	chr1	None available
Potra2n1c3476	chr1	sp|Q05AL2|PPM1H_DANRE Protein phosphatase 1H OS=Danio rerio OX=7955 GN=ppm1h PE=2 SV=1
Potra2n1c3477	chr1	sp|Q8S9G8|SPL7_ARATH Squamosa promoter-binding-like protein 7 OS=Arabidopsis thaliana OX=3702 GN=SPL7 PE=1 SV=2
Potra2n1c3478	chr1	None available
Potra2n1c3479	chr1	None available
Potra2n1c3480	chr1	sp|Q92HC9|Y842_RICCN Putative uncharacterized protein RC0842 OS=Rickettsia conorii (strain ATCC VR-613 / Malish 7) OX=272944 GN=RC0842 PE=5 SV=1
Potra2n1c3481	chr1	sp|P93329|NO20_MEDTR Early nodulin-20 OS=Medicago truncatula OX=3880 GN=ENOD20 PE=3 SV=1
Potra2n1c3482	chr1	None available
Potra2n1c3483	chr1	None available
Potra2n1c3484	chr1	sp|A5FUG4|MTNB_ACICJ Methylthioribulose-1-phosphate dehydratase OS=Acidiphilium cryptum (strain JF-5) OX=349163 GN=mtnB PE=3 SV=2
Potra2n1c3485	chr1	sp|Q9FNP0|VQ31_ARATH VQ motif-containing protein 31 OS=Arabidopsis thaliana OX=3702 GN=VQ31 PE=1 SV=1
Potra2n1c3486	chr1	None available
Potra2n1c3487	chr1	None available
Potra2n1c3488	chr1	None available
Potra2n1c3489	chr1	sp|Q8VZN4|PPI4_ARATH Proton pump-interactor 4 OS=Arabidopsis thaliana OX=3702 GN=PPI4 PE=2 SV=1
Potra2n1c3490	chr1	sp|Q5QQ52|XYLT_CAEBR Xylosyltransferase sqv-6 OS=Caenorhabditis briggsae OX=6238 GN=sqv-6 PE=2 SV=1
Potra2n1c3491	chr1	sp|Q9P7I3|MDV1_SCHPO Mitochondrial division protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mdv1 PE=3 SV=1
Potra2n1c3492	chr1	sp|Q55G97|TBCK_DICDI TBC domain-containing protein kinase-like protein OS=Dictyostelium discoideum OX=44689 GN=tbck PE=3 SV=1
Potra2n1c3493	chr1	None available
Potra2n1c3494	chr1	sp|Q9P7Z7|COX17_SCHPO Cytochrome c oxidase copper chaperone OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cox17 PE=3 SV=1
Potra2n1c3495	chr1	sp|O22433|MT3_ARATH Metallothionein-like protein 3 OS=Arabidopsis thaliana OX=3702 GN=MT3 PE=1 SV=1
Potra2n1c3496	chr1	sp|Q9LZF6|CD48E_ARATH Cell division control protein 48 homolog E OS=Arabidopsis thaliana OX=3702 GN=CDC48E PE=2 SV=2
Potra2n1c3497	chr1	sp|P0C8G3|UBC_ASFK5 Ubiquitin-conjugating enzyme E2 OS=African swine fever virus (isolate Pig/Kenya/KEN-50/1950) OX=561445 GN=UBC PE=3 SV=1
Potra2n1c3498	chr1	None available
Potra2n1c3499	chr1	None available
Potra2n1c3500	chr1	sp|Q503I9|GLD2_DANRE Poly(A) RNA polymerase GLD2 OS=Danio rerio OX=7955 GN=tent2 PE=2 SV=1
Potra2n1c3501	chr1	sp|Q0P8U6|PSEF_CAMJE Pseudaminic acid cytidylyltransferase OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=pseF PE=3 SV=1
Potra2n1c3502	chr1	sp|Q4LAB0|MCO_STAHJ Multicopper oxidase mco OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=mco PE=3 SV=2
Potra2n1c3503	chr1	sp|Q6CWX4|DYL1_KLULA Dynein light chain 1, cytoplasmic OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=DYN2 PE=3 SV=1
Potra2n1c3504	chr1	sp|Q921X9|PDIA5_MOUSE Protein disulfide-isomerase A5 OS=Mus musculus OX=10090 GN=Pdia5 PE=1 SV=1
Potra2n1c3505	chr1	sp|Q6H677|EXB14_ORYSJ Putative expansin-B14 OS=Oryza sativa subsp. japonica OX=39947 GN=EXPB14 PE=3 SV=1
Potra2n1c3506	chr1	None available
Potra2n1c3507	chr1	None available
Potra2n1c3508	chr1	None available
Potra2n1c3509	chr1	sp|P81785|MLOL_LINUS MLO-like protein (Fragment) OS=Linum usitatissimum OX=4006 PE=2 SV=1
Potra2n1c3510	chr1	sp|Q1QD14|DER_PSYCK GTPase Der OS=Psychrobacter cryohalolentis (strain K5) OX=335284 GN=der PE=3 SV=1
Potra2n1c3511	chr1	sp|Q9SMJ4|LEG_CICAR Legumin OS=Cicer arietinum OX=3827 GN=leg3 PE=1 SV=1
Potra2n1c3512	chr1	sp|Q18211|RCC1_CAEEL Regulator of chromosome condensation OS=Caenorhabditis elegans OX=6239 GN=ran-3 PE=4 SV=1
Potra2n1c3513	chr1	None available
Potra2n1c3514	chr1	sp|P49091|ASNS_BRAOL Asparagine synthetase [glutamine-hydrolyzing] OS=Brassica oleracea OX=3712 PE=2 SV=2
Potra2n1c3515	chr1	sp|P34524|BRX1_CAEEL Ribosome biogenesis protein BRX1 homolog OS=Caenorhabditis elegans OX=6239 GN=K12H4.3 PE=3 SV=1
Potra2n1c3516	chr1	sp|Q6ZV70|LANC3_HUMAN LanC-like protein 3 OS=Homo sapiens OX=9606 GN=LANCL3 PE=2 SV=2
Potra2n1c3517	chr1	sp|A0A0C6DRT7|BET4_PLEBE Short-chain dehydrogenase/reductase bet4 OS=Pleospora betae OX=137527 GN=bet4 PE=1 SV=1
Potra2n1c3518	chr1	sp|Q5BK30|DAW1_RAT Dynein assembly factor with WDR repeat domains 1 OS=Rattus norvegicus OX=10116 GN=Daw1 PE=2 SV=1
Potra2n1c3519	chr1	None available
Potra2n1c3520	chr1	None available
Potra2n1c3521	chr1	None available
Potra2n1c3522	chr1	sp|O80386|CIP7_ARATH COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1
Potra2n1c3523	chr1	sp|Q9CAK1|RLM1B_ARATH Disease resistance protein RML1B OS=Arabidopsis thaliana OX=3702 GN=RLM1B PE=2 SV=1
Potra2n1c3524	chr1	None available
Potra2n1c3525	chr1	sp|F5B8V6|CONA1_LUPAN Conglutin alpha 1 OS=Lupinus angustifolius OX=3871 GN=CONALPHA PE=1 SV=1
Potra2n1c3526	chr1	sp|Q95X01|MYRO1_BREBR Myrosinase 1 OS=Brevicoryne brassicae OX=69196 PE=1 SV=1
Potra2n1c3527	chr1	sp|A1JRI2|ZNUC_YERE8 Zinc import ATP-binding protein ZnuC OS=Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305 GN=znuC PE=3 SV=1
Potra2n1c3528	chr1	sp|F4HY61|NAC10_ARATH NAC domain-containing protein 10 OS=Arabidopsis thaliana OX=3702 GN=NAC010 PE=2 SV=1
Potra2n1c3529	chr1	None available
Potra2n1c3530	chr1	sp|Q6NQK2|NAC8_ARATH SUPPRESSOR OF GAMMA RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=SOG1 PE=1 SV=1
Potra2n1c3531	chr1	None available
Potra2n1c3532	chr1	sp|Q59Q43|SYM1_CANAL Protein SYM1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=SYM1 PE=3 SV=1
Potra2n1c3533	chr1	sp|P72704|PPI1_SYNY3 Probable peptidyl-prolyl cis-trans isomerase sll0227 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll0227 PE=3 SV=1
Potra2n1c3534	chr1	sp|Q74LY0|MENG_LACJO Demethylmenaquinone methyltransferase OS=Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533) OX=257314 GN=menG PE=3 SV=1
Potra2n1c3535	chr1	None available
Potra2n1c3536	chr1	sp|O22187|Y2232_ARATH Probable receptor-like protein kinase At2g23200 OS=Arabidopsis thaliana OX=3702 GN=At2g23200 PE=3 SV=1
Potra2n1c3537	chr1	None available
Potra2n1c3538	chr1	sp|F4HQ22|LRL24_ARATH LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.4 OS=Arabidopsis thaliana OX=3702 GN=LRK10L-2.4 PE=3 SV=1
Potra2n1c3539	chr1	sp|Q4QTJ1|NCS2_PAPSO S-norcoclaurine synthase 2 OS=Papaver somniferum OX=3469 GN=NCS2 PE=1 SV=1
Potra2n1c3540	chr1	None available
Potra2n1c3541	chr1	sp|P36142|TM184_YEAST Transmembrane protein 184 homolog YKR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKR051W PE=1 SV=1
Potra2n1c3542	chr1	None available
Potra2n1c3543	chr1	None available
Potra2n1c3544	chr1	None available
Potra2n1c3545	chr1	None available
Potra2n1c3546	chr1	sp|Q1ZXH8|GXCDD_DICDI Guanine exchange factor for Rac 30 OS=Dictyostelium discoideum OX=44689 GN=gxcDD PE=4 SV=3
Potra2n1c3547	chr1	None available
Potra2n1c3548	chr1	sp|Q9LMS5|GDL3_ARATH GDSL esterase/lipase At1g18120 OS=Arabidopsis thaliana OX=3702 GN=At1g18120 PE=3 SV=1
Potra2n1c3549	chr1	None available
Potra2n1c3550	chr1	sp|Q328D2|DSBD_SHIDS Thiol:disulfide interchange protein DsbD OS=Shigella dysenteriae serotype 1 (strain Sd197) OX=300267 GN=dsbD PE=3 SV=1
Potra2n1c3551	chr1	None available
Potra2n1c3552	chr1	None available
Potra2n1c3553	chr1	None available
Potra2n1c3554	chr1	sp|Q96JP2|MY15B_HUMAN Unconventional myosin-XVB OS=Homo sapiens OX=9606 GN=MYO15B PE=1 SV=3
Potra2n1c3555	chr1	sp|Q40301|FCPE_MACPY Fucoxanthin-chlorophyll a-c binding protein E, chloroplastic OS=Macrocystis pyrifera OX=35122 GN=FCPE PE=2 SV=1
Potra2n1c3556	chr1	None available
Potra2n1c3557	chr1	sp|Q97WG9|MRE11_SACS2 DNA double-strand break repair protein Mre11 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=mre11 PE=3 SV=1
Potra2n1c3558	chr1	None available
Potra2n1c3559	chr1	None available
Potra2n1c3560	chr1	sp|Q6K3T2|KAT1_ORYSJ Potassium channel KAT1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0245800 PE=2 SV=1
Potra2n1c3561	chr1	sp|Q6CWX4|DYL1_KLULA Dynein light chain 1, cytoplasmic OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=DYN2 PE=3 SV=1
Potra2n1c3562	chr1	None available
Potra2n1c3563	chr1	sp|Q9Z270|VAPA_RAT Vesicle-associated membrane protein-associated protein A OS=Rattus norvegicus OX=10116 GN=Vapa PE=1 SV=3
Potra2n1c3564	chr1	sp|A8JQ65|DGKH_DROME Diacylglycerol kinase eta OS=Drosophila melanogaster OX=7227 GN=CG34384 PE=2 SV=1
Potra2n1c3565	chr1	sp|P0CO94|CEF1_CRYNJ Pre-mRNA-splicing factor CEF1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CEF1 PE=3 SV=1
Potra2n1c3566	chr1	sp|P39538|UBP12_YEAST Ubiquitin carboxyl-terminal hydrolase 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP12 PE=1 SV=1
Potra2n1c3567	chr1	sp|Q9FMY4|Y5316_ARATH Uncharacterized protein At5g23160 OS=Arabidopsis thaliana OX=3702 GN=At5g23160 PE=2 SV=1
Potra2n1c3568	chr1	None available
Potra2n1c3569	chr1	sp|Q8VYN9|PHO32_ARATH Universal stress protein PHOS32 OS=Arabidopsis thaliana OX=3702 GN=PHOS32 PE=1 SV=1
Potra2n1c3570	chr1	sp|Q9C9F4|COLX_ARATH Putative zinc finger protein At1g68190 OS=Arabidopsis thaliana OX=3702 GN=At1g68190 PE=2 SV=1
Potra2n1c3571	chr1	sp|Q9R1K9|CETN2_MOUSE Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1
Potra2n1c3572	chr1	sp|P22553|SLSG2_BRAOA S-locus-specific glycoprotein BS29-2 OS=Brassica oleracea var. alboglabra OX=3714 GN=SLSG PE=2 SV=1
Potra2n1c3573	chr1	None available
Potra2n1c3574	chr1	sp|Q9M0G5|CRK43_ARATH Putative cysteine-rich receptor-like protein kinase 43 OS=Arabidopsis thaliana OX=3702 GN=CRK43 PE=3 SV=1
Potra2n1c3575	chr1	sp|Q04543|US03_CHV9D Serine/threonine-protein kinase US3 homolog OS=Cercopithecine herpesvirus 9 (strain DHV) OX=36348 GN=US2 PE=3 SV=1
Potra2n1c3576	chr1	None available
Potra2n1c3577	chr1	sp|Q9LW83|CE101_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase CES101 OS=Arabidopsis thaliana OX=3702 GN=CES101 PE=2 SV=2
Potra2n1c3578	chr1	sp|Q9LJU7|PPA18_ARATH Purple acid phosphatase 18 OS=Arabidopsis thaliana OX=3702 GN=PAP18 PE=2 SV=1
Potra2n1c3579	chr1	sp|Q9LJU7|PPA18_ARATH Purple acid phosphatase 18 OS=Arabidopsis thaliana OX=3702 GN=PAP18 PE=2 SV=1
Potra2n1c3580	chr1	sp|O64784|Y1136_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360 OS=Arabidopsis thaliana OX=3702 GN=At1g61360 PE=2 SV=1
Potra2n1c3581	chr1	sp|Q9LPZ9|SD113_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase SD1-13 OS=Arabidopsis thaliana OX=3702 GN=SD113 PE=1 SV=2
Potra2n1c3582	chr1	None available
Potra2n1c3583	chr1	sp|C0LGH3|Y5614_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g56140 OS=Arabidopsis thaliana OX=3702 GN=At1g56140 PE=2 SV=2
Potra2n1c3584	chr1	sp|Q9SYD8|DABB1_ARATH Stress-response A/B barrel domain-containing protein DABB1 OS=Arabidopsis thaliana OX=3702 GN=DABB1 PE=1 SV=1
Potra2n1c3585	chr1	sp|Q9KAH5|IOLA_BACHD Malonate-semialdehyde dehydrogenase OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) OX=272558 GN=iolA PE=3 SV=1
Potra2n1c3586	chr1	sp|F4IP06|SWC2_ARATH SWR1 complex subunit 2 OS=Arabidopsis thaliana OX=3702 GN=SWC2 PE=1 SV=1
Potra2n1c3587	chr1	None available
Potra2n1c3588	chr1	None available
Potra2n1c3589	chr1	sp|C0LGH3|Y5614_ARATH Probable LRR receptor-like serine/threonine-protein kinase At1g56140 OS=Arabidopsis thaliana OX=3702 GN=At1g56140 PE=2 SV=2
Potra2n1c3590	chr1	None available
Potra2n1c3591	chr1	sp|Q0IQB6|CML3_ORYSJ Calmodulin-like protein 3 OS=Oryza sativa subsp. japonica OX=39947 GN=CML3 PE=2 SV=1
Potra2n1c3592	chr1	None available
Potra2n1c3593	chr1	None available
Potra2n1c3594	chr1	sp|P12688|YPK1_YEAST Serine/threonine-protein kinase YPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK1 PE=1 SV=2
Potra2n1c3595	chr1	sp|O64776|Y1144_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At1g61440 OS=Arabidopsis thaliana OX=3702 GN=At1g61440 PE=3 SV=2
Potra2n1c3596	chr1	sp|Q58483|ISF2_METJA Iron-sulfur flavoprotein MJ1083 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1083 PE=1 SV=1
Potra2n1c3597	chr1	sp|Q7XHI5|BH133_ARATH Transcription factor bHLH133 OS=Arabidopsis thaliana OX=3702 GN=BHLH133 PE=1 SV=1
Potra2n1c3598	chr1	sp|B3H5K9|NEDD1_ARATH Protein NEDD1 OS=Arabidopsis thaliana OX=3702 GN=NEDD1 PE=2 SV=1
Potra2n1c3599	chr1	sp|Q8N2G8|GHDC_HUMAN GH3 domain-containing protein OS=Homo sapiens OX=9606 GN=GHDC PE=1 SV=2
Potra2n1c3600	chr1	None available
Potra2n1c3601	chr1	None available
Potra2n1c3602	chr1	None available
Potra2n1c3603	chr1	sp|Q6Z9U7|MCES1_ORYSJ mRNA cap guanine-N7 methyltransferase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0180000 PE=2 SV=1
Potra2n1c3604	chr1	None available
Potra2n1c3605	chr1	sp|Q93Y07|SFR2_ARATH Galactolipid galactosyltransferase SFR2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=SFR2 PE=1 SV=1
